"report_date_as_yyyy_mm_dd","market_and_exchange_names","commodity_name","open_interest_all","prod_merc_positions_long","prod_merc_positions_short","m_money_positions_long_all","m_money_positions_short_all"
"2024-06-11T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1453510","198969","283187","218173","175783"
"2024-06-11T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","26440","4856","1111","3879","19882"
"2024-06-11T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","89976","3579","29357","33933","28074"
"2024-06-11T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","176036","4734","45574","52207","24147"
"2024-06-11T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","436857","15922","56729","168424","15459"
"2024-06-18T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","265935","26254","105791","104248","58614"
"2024-06-18T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1451261","214194","300664","211017","171456"
"2024-06-18T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","28928","4403","1327","5458","21580"
"2024-06-18T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","87632","3046","28530","30037","24906"
"2024-06-18T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","176605","5588","45842","53057","22008"
"2024-06-18T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","444345","15030","57588","177639","17018"
"2024-06-25T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","166470","4330","43682","50941","18595"
"2024-06-25T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1466177","213853","314838","208583","173951"
"2024-06-25T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","27002","3981","1215","4812","19750"
"2024-06-25T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","452190","15601","58204","174756","16554"
"2024-06-25T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","76816","2854","29118","30739","19488"
"2024-06-25T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","255809","19309","97196","103661","64630"
"2024-07-02T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","454730","14424","59169","167688","16873"
"2024-07-02T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1508732","213821","300743","222182","220185"
"2024-07-02T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","25450","3381","1500","5270","17054"
"2024-07-02T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","76572","1719","30360","32325","17183"
"2024-07-02T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","154724","3604","42259","49570","18013"
"2024-07-02T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","256039","19318","95904","101147","67400"
"2024-07-09T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","516324","14031","66422","181982","24515"
"2024-07-09T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1550344","223151","297216","221574","257261"
"2024-07-09T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","23477","2954","1673","3946","14087"
"2024-07-09T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","81837","2270","31284","33689","20309"
"2024-07-09T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","163245","3281","44645","55172","17270"
"2024-07-09T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","263869","20213","99103","107438","63482"
"2024-07-16T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","270330","21781","103681","103818","60923"
"2024-07-16T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1589266","230020","303396","223958","283913"
"2024-07-16T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","24616","3217","1721","3679","15063"
"2024-07-16T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","83416","2446","31641","35739","21757"
"2024-07-16T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","166641","2794","43342","55858","19183"
"2024-07-16T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","579862","23789","84107","216502","31970"
"2024-07-23T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","254535","23322","91211","80593","58962"
"2024-07-23T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1532886","228780","293848","222874","280385"
"2024-07-23T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","27984","3601","1335","5084","19703"
"2024-07-23T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","80402","2784","29015","26442","24809"
"2024-07-23T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","157106","3501","40508","43877","18523"
"2024-07-23T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","572306","15685","69900","197802","34942"
"2024-07-30T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","260246","29180","82446","70537","60332"
"2024-07-30T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1547767","231023","291574","234013","287876"
"2024-07-30T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","30609","3903","1280","5845","21651"
"2024-07-30T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","78760","2159","28678","27834","24620"
"2024-07-30T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","151437","4063","38528","37898","13683"
"2024-07-30T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","510914","19913","64678","185586","33222"
"2024-08-06T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","249019","30486","73695","57101","50165"
"2024-08-06T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1587318","230958","281204","235889","288796"
"2024-08-06T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","30871","4183","1082","5386","21669"
"2024-08-06T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","81153","2445","26476","29630","30192"
"2024-08-06T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","480645","16637","63782","180303","29517"
"2024-08-06T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","147537","4405","37415","36537","12153"
"2024-08-13T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","505872","16717","69652","203844","25929"
"2024-08-13T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1525250","226740","279446","222140","283536"
"2024-08-13T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","29294","3834","1191","5128","20190"
"2024-08-13T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","81605","2943","27208","30542","31267"
"2024-08-13T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","147859","4603","37404","35805","12471"
"2024-08-13T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","229752","30702","69551","55476","48001"
"2024-08-20T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","228892","29894","70990","64256","50644"
"2024-08-20T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1518979","217418","274619","219567","259607"
"2024-08-20T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","28416","3975","1582","4631","19540"
"2024-08-20T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","81395","3551","28370","29723","28692"
"2024-08-20T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","146986","3652","38298","39517","9678"
"2024-08-20T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","532867","15569","79564","222142","28837"
"2024-08-27T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","214577","26138","69328","64926","48339"
"2024-08-27T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1532068","228630","280700","219643","291182"
"2024-08-27T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","25729","3899","1707","3907","17662"
"2024-08-27T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","77082","2886","28117","28450","24683"
"2024-08-27T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","141613","3544","38696","42916","9729"
"2024-08-27T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","521759","10714","79098","217976","17685"
"2024-09-03T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","201953","26260","64347","54645","42369"
"2024-09-03T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1558349","233165","285076","219813","290365"
"2024-09-03T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","22098","3472","1474","3187","15967"
"2024-09-03T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","87185","4474","25161","26381","35672"
"2024-09-03T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","130928","4035","33899","40281","14982"
"2024-09-03T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","511136","11841","81470","212086","19996"
"2024-09-10T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","203377","26404","62802","54703","39180"
"2024-09-10T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1552355","221169","279609","217922","268899"
"2024-09-10T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","22244","3664","1904","3288","15683"
"2024-09-10T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","84729","4443","27220","27851","32249"
"2024-09-10T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","128959","3052","33496","39466","13645"
"2024-09-10T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","511501","12568","87942","213645","23190"
"2024-09-17T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","79134","3435","31304","27339","16684"
"2024-09-17T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1537175","231684","287421","212839","250015"
"2024-09-17T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","18710","2585","2797","3243","9895"
"2024-09-17T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","140605","1821","38830","51074","11455"
"2024-09-17T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","204717","24303","66276","58880","38998"
"2024-09-17T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","537627","12663","90250","241844","25489"
"2024-09-24T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1496022","220008","277374","211495","223796"
"2024-09-24T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","18970","2647","2846","4060","10061"
"2024-09-24T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","75168","2562","30147","32120","17060"
"2024-09-24T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","150071","2149","40839","56196","13021"
"2024-09-24T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","226141","21488","77511","72976","40128"
"2024-09-24T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","564640","13517","93547","256435","37406"
"2024-10-01T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1495890","217191","264185","193654","206852"
"2024-10-01T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","18462","3034","2422","3396","11167"
"2024-10-01T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","72633","2273","31503","34087","15397"
"2024-10-01T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","144757","2961","40085","52610","15272"
"2024-10-01T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","240587","20703","86960","82808","44803"
"2024-10-01T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","533107","12220","87446","247867","33405"
"2024-10-08T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1483043","229293","262161","181001","200555"
"2024-10-08T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","18120","2870","2753","3059","11154"
"2024-10-08T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","76979","2520","31420","32361","18913"
"2024-10-08T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","142839","3552","39311","47876","13240"
"2024-10-08T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","241373","20362","88204","80838","45145"
"2024-10-08T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","520316","12830","83981","227596","33537"
"2024-10-15T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1556886","243673","275194","169973","250694"
"2024-10-15T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","17733","2718","2881","2926","9847"
"2024-10-15T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","72967","1965","32377","32093","15534"
"2024-10-15T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","141898","3281","40173","47760","13059"
"2024-10-15T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","242791","24978","87721","72366","46155"
"2024-10-15T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","541232","13088","87786","233871","34450"
"2024-10-22T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1644880","268246","287328","181618","314055"
"2024-10-22T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","17264","2472","3156","3095","8580"
"2024-10-22T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","81497","1813","35346","38851","15175"
"2024-10-22T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","157264","3233","44497","56281","10646"
"2024-10-22T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","242120","25446","86520","72314","49074"
"2024-10-22T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","573760","12942","95037","242427","37267"
"2024-10-29T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1670416","275799","293288","187718","320954"
"2024-10-29T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","17810","1647","4015","4988","6758"
"2024-10-29T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","86344","1526","37048","45237","16022"
"2024-10-29T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","156320","3813","43492","54185","14432"
"2024-10-29T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","247710","28007","86287","71951","54431"
"2024-10-29T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","579468","12379","86999","234856","39683"
"2024-11-05T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1781294","298910","327841","195208","342145"
"2024-11-05T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","18297","1648","3706","4646","7346"
"2024-11-05T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","85562","1760","34503","41256","19422"
"2024-11-05T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","151126","4390","39648","48546","16249"
"2024-11-05T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","251994","24906","83700","77733","58803"
"2024-11-05T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","558034","13066","82429","219687","36684"
"2024-11-12T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1763552","286869","315928","194902","332393"
"2024-11-12T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","18417","1596","2512","2682","9492"
"2024-11-12T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","88887","1596","33761","38129","24903"
"2024-11-12T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","147526","4554","38682","41125","16900"
"2024-11-12T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","232280","28277","80641","65147","55248"
"2024-11-12T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","535981","13211","80667","203661","38365"
"2024-11-19T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1706065","278506","298132","184968","307657"
"2024-11-19T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","18127","1385","2069","2624","10311"
"2024-11-19T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","88953","2391","33737","39570","27084"
"2024-11-19T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","141287","4940","39673","40707","14769"
"2024-11-19T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","223447","30820","73795","62704","53368"
"2024-11-19T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","502952","13787","84104","193355","38181"
"2024-11-26T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1640388","249444","272323","177445","238532"
"2024-11-26T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","15350","836","1839","2959","9592"
"2024-11-26T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","92361","2400","32660","37590","30622"
"2024-11-26T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","134590","4501","38910","38604","15499"
"2024-11-26T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","203954","25991","69909","64992","55773"
"2024-11-26T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","472660","14309","81389","203596","24306"
"2024-12-03T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1638982","248856","264487","169476","242522"
"2024-12-03T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","15655","957","1679","3159","10319"
"2024-12-03T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","94662","2618","33437","37998","30446"
"2024-12-03T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","134074","3816","36862","39214","14882"
"2024-12-03T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","213182","26687","66739","68231","56544"
"2024-12-03T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","462040","10967","73308","203580","22845"
"2024-12-10T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1575117","215866","239388","177703","257486"
"2024-12-10T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","15617","921","1620","2850","10570"
"2024-12-10T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","97656","3121","32677","37260","33520"
"2024-12-10T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","151096","2560","37851","46890","17570"
"2024-12-10T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","208126","24124","65645","67251","53712"
"2024-12-10T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","483346","11204","77649","218482","22404"
"2024-12-17T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1559585","202084","226579","172091","238396"
"2024-12-17T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","16822","1066","1442","3145","12122"
"2024-12-17T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","97942","3272","29468","38723","38300"
"2024-12-17T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","146938","3358","37390","40317","18438"
"2024-12-17T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","207513","25185","61553","64176","57794"
"2024-12-17T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","466571","9971","82426","201880","18378"
"2024-12-24T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1517647","184081","213396","176424","179133"
"2024-12-24T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","18504","1281","1242","3470","13812"
"2024-12-24T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","91990","3006","28642","40215","38674"
"2024-12-24T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","145618","3447","37289","39531","18983"
"2024-12-24T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","213742","28849","60620","64644","63206"
"2024-12-24T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","454646","9198","83987","186099","20602"
"2024-12-31T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1500276","188098","236037","162427","166227"
"2024-12-31T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","19829","1645","1187","3304","14739"
"2024-12-31T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","89197","3415","25407","34151","42550"
"2024-12-31T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","151013","3875","37382","38172","21002"
"2024-12-31T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","219739","28180","59590","65055","69374"
"2024-12-31T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","458584","9983","83344","182128","15959"
"2025-01-07T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1549749","199262","253227","184255","162359"
"2025-01-07T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","21240","1821","1397","3479","16163"
"2025-01-07T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","84617","3050","26749","39742","34753"
"2025-01-07T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","151590","2900","36644","42484","17045"
"2025-01-07T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","218477","28036","59032","69434","63252"
"2025-01-07T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","477043","10137","81104","191873","14232"
"2025-01-14T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1573055","204722","280249","197706","140846"
"2025-01-14T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","20339","1371","1246","3562","15320"
"2025-01-14T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","75049","2490","25261","33752","26572"
"2025-01-14T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","150364","3674","37273","45728","16385"
"2025-01-14T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","209052","26939","64140","66275","51710"
"2025-01-14T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","526467","21043","95030","206968","11346"
"2025-01-21T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1601438","204090","296149","191688","143789"
"2025-01-21T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","19039","1211","1009","3236","14125"
"2025-01-21T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","75574","1800","24491","32512","30671"
"2025-01-21T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","159899","4112","38144","48244","19023"
"2025-01-21T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","217298","24818","67784","69678","50364"
"2025-01-21T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","571387","20111","100717","226964","11095"
"2025-01-28T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1568450","196780","285806","188602","135961"
"2025-01-28T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","17033","991","1242","2752","11330"
"2025-01-28T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","76105","1832","24630","31973","29463"
"2025-01-28T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","165135","3704","38180","46674","20724"
"2025-01-28T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","234867","29027","68366","67992","51450"
"2025-01-28T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","577505","19532","100430","227871","17331"
"2025-02-04T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1559758","189755","271712","183986","135319"
"2025-02-04T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","17168","807","1733","3259","10164"
"2025-02-04T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","73237","1486","25562","33551","22066"
"2025-02-04T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","542004","19046","82490","240485","30952"
"2025-02-04T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","235599","28344","67544","72058","53594"
"2025-02-04T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","170726","2358","40845","56404","20157"
"2025-02-11T00:00:00.000","NAT GAS NYME - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1546388","199038","275189","210994","136944"
"2025-02-11T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","20106","764","1794","3641","11720"
"2025-02-11T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","82571","1002","27949","41275","21721"
"2025-02-11T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","164251","3900","41206","54415","20039"
"2025-02-11T00:00:00.000","COPPER- #1 - COMMODITY EXCHANGE INC.","COPPER","243961","26519","72812","79403","54970"
